Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2019,Delhi,Central Delhi,104,243,28,706,77024,916.6,541,76.63
2021,Mizoram,Lunglei,56,285,49,845,1811428,46.65,798,94.44
2021,Andhra Pradesh,Vijayawada,175,48,30,645,1625087,39.69,436,67.6
2018,Delhi,South Delhi,185,95,85,729,1742359,41.84,556,76.27
2020,Jharkhand,Dhanbad,114,103,57,755,1404332,53.76,645,85.43
2021,Maharashtra,Mumbai,107,278,23,556,847103,65.64,429,77.16
2021,Manipur,Imphal,49,297,62,547,1746763,31.32,463,84.64
2018,Karnataka,Mangaluru,14,265,14,457,1050585,43.5,276,60.39
2021,Jharkhand,Dhanbad,83,263,72,529,612467,86.37,286,54.06
2021,Meghalaya,Shillong,47,253,24,521,1792194,29.07,463,88.87
2018,Madhya Pradesh,Indore,34,26,50,322,1120052,28.75,214,66.46
2019,Goa,Vasco da Gama,191,106,42,459,523875,87.62,371,80.83
2020,Lakshadweep,Agatti,182,48,62,564,936973,60.19,339,60.11
2019,Jammu and Kashmir,Jammu,93,123,22,725,1882424,38.51,376,51.86
2022,Mizoram,Champhai,161,236,65,561,1057211,53.06,531,94.65
2021,Assam,Guwahati,131,105,45,777,1251740,62.07,582,74.9
2019,Andhra Pradesh,Vijayawada,140,269,40,814,423885,192.03,620,76.17
2021,Tamil Nadu,Chennai,88,40,97,686,164575,416.83,632,92.13
2022,Jharkhand,Dhanbad,12,48,70,321,1334871,24.05,250,77.88
2020,Goa,Vasco da Gama,145,93,86,383,1789933,21.4,240,62.66
2021,Jammu and Kashmir,Jammu,89,187,14,390,1109849,35.14,341,87.44
2018,West Bengal,Siliguri,197,31,69,671,1585564,42.32,450,67.06
2020,Dadra and Nagar Haveli and Daman and Diu,Diu,160,91,95,760,1366164,55.63,488,64.21
2019,Arunachal Pradesh,Tawang,145,260,75,877,1827671,47.98,457,52.11
2020,Uttarakhand,Dehradun,105,143,80,423,553682,76.4,238,56.26
2020,Karnataka,Mangaluru,193,29,21,569,1687593,33.72,397,69.77
2019,Assam,Silchar,59,293,20,725,588938,123.1,460,63.45
2022,Meghalaya,Tura,124,166,21,391,1238505,31.57,340,86.96
2022,Arunachal Pradesh,Itanagar,11,61,61,471,757402,62.19,461,97.88
2021,Kerala,Kozhikode,92,37,29,638,1122484,56.84,621,57.34
2021,Bihar,Patna,20,27,66,593,995980,59.54,461,77.74
2021,Gujarat,Surat,158,257,8,754,1906923,39.54,620,82.23
2018,Rajasthan,Udaipur,33,34,15,147,1129221,13.02,117,79.59
2022,Uttarakhand,Nainital,147,108,88,659,1538071,42.85,373,56.6
2021,Manipur,Imphal,160,297,88,630,670128,94.01,601,95.4
2021,Mizoram,Lunglei,58,131,42,540,72961,740.12,362,67.04
2020,Jharkhand,Jamshedpur,156,164,19,626,362199,172.83,568,90.73
2022,Andhra Pradesh,Guntur,184,196,79,585,1243643,47.04,458,78.29
2022,Haryana,Gurugram,22,123,50,305,1042986,29.24,239,78.36
2022,Bihar,Muzaffarpur,82,243,39,442,1234067,35.82,430,97.29
2020,Rajasthan,Udaipur,175,233,24,754,920845,81.88,596,79.05
2020,Puducherry,Mahe,24,85,28,521,1491145,34.94,482,92.51
2020,Delhi,Central Delhi,21,219,18,711,713697,99.62,390,54.85
2021,Chhattisgarh,Raipur,158,42,65,688,1582148,43.49,511,74.27
2019,West Bengal,Darjeeling,45,161,92,648,1251463,51.78,553,85.34
2021,Chandigarh,Chandigarh,81,204,77,845,1701647,49.66,693,82.01
2021,Punjab,Jalandhar,44,128,89,388,611191,63.48,287,73.97
2019,Jharkhand,Ranchi,37,82,25,563,314881,178.8,345,61.28
2021,Mizoram,Aizawl,198,206,20,686,755365,90.82,356,51.9
2022,West Bengal,Siliguri,106,275,97,646,1286217,50.22,324,50.15
2019,Odisha,Bhubaneswar,23,282,36,468,660318,70.87,274,58.55
2020,Kerala,Kochi,104,197,53,735,309382,237.57,683,52.93
2022,Gujarat,Vadodara,108,280,49,531,682286,77.83,393,74.01
2018,Lakshadweep,Agatti,70,20,46,233,373768,62.34,193,82.83
2022,Tripura,Udaipur,41,165,14,349,1971851,17.7,222,63.61
2018,Tripura,Kailashahar,153,180,19,489,1518546,32.2,417,85.28
2021,Telangana,Nizamabad,59,183,34,510,439807,115.96,420,82.35
2018,Sikkim,Gyalshing,120,172,89,571,608612,93.82,556,97.37
2020,Puducherry,Puducherry,157,237,40,864,1613525,53.55,789,91.32
2022,Punjab,Ludhiana,192,194,20,884,1075376,82.2,500,56.56
2019,West Bengal,Darjeeling,147,132,64,816,61782,1320.77,622,76.23
2018,Tamil Nadu,Coimbatore,46,80,40,497,218476,227.48,478,96.18
2020,Arunachal Pradesh,Itanagar,54,162,30,386,1128836,34.19,246,63.73
2020,Uttar Pradesh,Kanpur,147,139,36,773,1324711,58.35,598,77.36
2022,Andhra Pradesh,Visakhapatnam,139,101,85,712,1192447,59.71,493,69.24
2020,Tamil Nadu,Madurai,143,90,15,400,417858,95.73,367,91.75
2020,Chhattisgarh,Bilaspur,79,216,51,806,1097433,73.44,517,64.14
2021,Punjab,Ludhiana,148,125,84,607,1107276,54.82,561,92.42
2020,Mizoram,Aizawl,135,192,91,591,108073,546.85,382,64.64
2018,Uttarakhand,Haridwar,162,78,50,500,849874,58.83,486,97.2
2019,Andhra Pradesh,Visakhapatnam,68,198,33,524,1352057,38.76,306,58.4
2020,Ladakh,Leh,123,221,83,660,772765,85.41,594,90
2019,Sikkim,Gyalshing,185,34,81,441,292115,150.97,342,77.55
2021,Kerala,Thiruvananthapuram,188,82,77,611,741197,82.43,388,63.5
2022,Madhya Pradesh,Indore,108,267,56,799,1451211,55.06,404,50.56
2020,West Bengal,Darjeeling,52,23,90,403,1846811,21.82,207,51.36
2021,Manipur,Imphal,105,57,28,621,853982,72.72,573,92.27
2021,Mizoram,Champhai,93,256,61,902,1448133,62.29,787,87.25
2021,Odisha,Bhubaneswar,177,73,74,737,649244,113.52,607,82.36
2018,Haryana,Gurugram,37,242,89,509,254554,199.96,278,54.62
2020,Assam,Guwahati,193,205,36,683,200705,340.3,645,94.44
2021,Goa,Panaji,194,46,19,487,1615269,30.15,468,96.1
2020,Rajasthan,Udaipur,83,161,53,695,1911461,36.36,654,94.1
2021,Chandigarh,Chandigarh,20,245,5,618,65979,936.66,444,71.84
2019,Haryana,Panipat,31,154,95,758,537342,141.06,551,72.69
2021,Maharashtra,Mumbai,173,75,88,522,835956,62.44,425,81.42
2020,Puducherry,Mahe,147,274,98,586,1811737,32.34,378,64.51
2020,Uttar Pradesh,Kanpur,150,272,7,787,1258321,62.54,653,82.97
2019,Nagaland,Dimapur,163,46,44,731,1215039,60.16,644,88.1
2020,Delhi,South Delhi,53,41,86,246,1700639,14.47,232,94.31
2022,Goa,Panaji,81,96,28,350,1940378,18.04,282,80.57
2022,Jammu and Kashmir,Anantnag,134,188,35,627,1879158,33.37,442,70.49
2020,Himachal Pradesh,Shimla,195,168,87,945,1789478,52.81,802,84.87
2019,Kerala,Thiruvananthapuram,186,165,53,761,839770,90.62,746,48.03
2022,Meghalaya,Tura,84,234,25,542,1883385,28.78,361,66.61
2021,Rajasthan,Jodhpur,99,203,41,439,1675078,26.21,231,52.62
2022,Rajasthan,Jodhpur,139,114,45,400,896680,44.61,339,84.75
2021,Punjab,Ludhiana,134,106,38,350,1494785,23.41,196,56
2018,Maharashtra,Pune,128,298,73,718,315161,227.82,537,74.79
2020,West Bengal,Siliguri,15,224,98,752,901735,83.39,384,51.06
2022,Jharkhand,Jamshedpur,44,205,95,646,1458702,44.29,623,96.44
2022,Uttar Pradesh,Kanpur,150,147,61,640,1328917,48.16,544,85
2022,Uttar Pradesh,Agra,90,188,37,471,616637,76.38,262,55.63
2019,Karnataka,Mangaluru,176,30,57,750,971704,77.18,483,64.4
2022,Goa,Panaji,102,285,50,795,584617,135.99,438,55.09
2021,Himachal Pradesh,Kangra,135,32,77,563,644554,87.35,322,57.19
2020,West Bengal,Darjeeling,134,72,12,562,1650050,34.06,382,67.97
2018,Delhi,Central Delhi,72,30,89,570,1026674,55.52,430,75.44
2022,Meghalaya,Shillong,108,61,51,336,1278999,26.27,201,59.82
2018,Haryana,Panipat,17,132,68,625,1426530,43.81,551,88.16
2021,Dadra and Nagar Haveli and Daman and Diu,Daman,138,134,68,556,860958,64.58,309,55.58
2022,Dadra and Nagar Haveli and Daman and Diu,Daman,31,146,92,363,576744,62.94,217,59.78
2022,Nagaland,Dimapur,148,282,94,977,928152,105.26,839,85.88
2018,Uttar Pradesh,Agra,183,92,69,794,508982,156,700,88.16
2021,Tripura,Udaipur,44,263,48,743,927440,80.11,652,87.75
2021,Madhya Pradesh,Indore,176,133,64,822,1184973,69.37,582,70.8
2018,Himachal Pradesh,Shimla,96,36,27,332,1546774,21.46,252,75.9
2020,Chhattisgarh,Raipur,75,253,66,783,1269163,61.69,391,49.94
2020,Karnataka,Bengaluru,169,107,51,637,481621,132.26,608,95.45
2020,Uttar Pradesh,Agra,141,170,69,790,1786513,44.22,680,86.08
2020,Sikkim,Gangtok,84,265,69,534,671945,79.47,420,78.65
2021,Tamil Nadu,Madurai,56,264,17,403,1071400,37.61,231,57.32
2020,Goa,Margao,55,142,66,746,1451337,51.4,717,96.11
2020,Telangana,Nizamabad,77,26,25,196,1975935,9.92,179,91.33
2021,Odisha,Rourkela,35,288,78,663,917478,72.26,617,93.06
2020,Tripura,Agartala,179,113,52,429,1236542,34.69,238,55.48
2021,Andaman and Nicobar Islands,Car Nicobar,188,163,42,523,1525983,34.27,381,72.85
2022,Lakshadweep,Minicoy,44,40,100,352,1732791,20.31,323,91.76
2020,Chhattisgarh,Bilaspur,193,254,14,921,1876147,49.09,567,61.56
2021,Mizoram,Lunglei,34,68,59,635,1039875,61.07,441,69.45
2018,Uttarakhand,Haridwar,16,277,34,673,1352797,49.75,423,62.85
2021,Assam,Dibrugarh,60,65,98,350,1879751,18.62,263,75.14
2022,Chhattisgarh,Raipur,138,25,52,663,1667457,39.76,404,60.94
2018,Madhya Pradesh,Bhopal,39,253,28,747,1413928,52.83,545,72.96
2019,Jharkhand,Ranchi,147,259,93,553,1406003,39.33,471,85.17
2019,Madhya Pradesh,Gwalior,12,190,20,471,1230927,38.26,251,53.29
2021,Bihar,Muzaffarpur,115,75,58,555,1130111,49.11,484,87.21
2022,Sikkim,Namchi,25,259,51,506,801614,63.12,488,96.44
2021,Jharkhand,Dhanbad,164,27,6,507,1977479,25.64,299,58.97
2019,Kerala,Kochi,114,77,69,426,1593185,26.74,263,61.74
2020,Assam,Dibrugarh,172,204,78,507,472203,107.37,336,66.27
2022,Tripura,Kailashahar,155,97,6,738,831113,88.8,508,68.83
2018,Andaman and Nicobar Islands,Diglipur,153,100,86,468,1869016,25.04,466,99.57
2020,Tripura,Udaipur,44,154,21,555,840115,66.06,374,67.39
2021,Himachal Pradesh,Mandi,10,37,36,384,939907,40.86,282,73.44
2019,Gujarat,Surat,37,185,82,616,1199643,51.35,362,58.77
2019,Bihar,Patna,114,224,25,587,1919629,30.58,392,66.78
2019,Chandigarh,Chandigarh,122,70,12,679,402363,168.75,556,81.89
2021,Telangana,Hyderabad,53,260,13,701,799674,87.66,471,67.19
2020,Jammu and Kashmir,Srinagar,67,120,17,429,1303479,32.91,305,71.1
2018,Dadra and Nagar Haveli and Daman and Diu,Silvassa,186,198,92,627,1474013,42.54,323,51.52
2019,Andhra Pradesh,Vijayawada,137,258,49,730,303627,240.43,543,74.38
2018,Gujarat,Ahmedabad,17,222,25,699,1068966,65.39,678,97
2022,Tripura,Kailashahar,17,73,89,422,1539987,27.4,228,54.03
2019,Puducherry,Karaikal,75,293,20,595,1840090,32.34,435,73.11
2022,Andaman and Nicobar Islands,Car Nicobar,87,109,86,495,1156092,42.82,321,64.85
2018,Lakshadweep,Kavaratti,111,277,93,796,798521,99.68,444,55.78
2020,Mizoram,Lunglei,32,260,24,568,1297699,43.77,451,79.4
2021,Meghalaya,Jowai,192,85,60,813,767071,105.99,699,85.98
2019,Chhattisgarh,Raipur,141,35,83,323,261201,123.66,295,91.33
2020,Bihar,Muzaffarpur,76,229,53,545,1096159,49.72,432,79.27
2018,Goa,Vasco da Gama,174,100,21,756,292084,258.83,689,91.14
2020,Andaman and Nicobar Islands,Diglipur,67,300,69,883,256720,343.95,625,70.78
2020,Jammu and Kashmir,Anantnag,107,271,87,939,1515257,61.97,728,77.53
2020,Uttarakhand,Dehradun,19,71,39,202,1382786,14.61,111,54.95
2021,Andaman and Nicobar Islands,Diglipur,67,193,64,459,421609,108.87,440,95.86
2018,Gujarat,Surat,113,72,57,374,1453172,25.74,223,59.63
2022,Odisha,Bhubaneswar,170,222,55,764,1095222,69.76,594,77.75
2020,Jharkhand,Jamshedpur,87,164,12,510,702445,72.6,313,61.37
2020,Karnataka,Bengaluru,27,222,50,698,290512,240.27,384,55.01
2018,Goa,Margao,133,211,68,753,1773542,42.46,441,58.57
2021,Puducherry,Karaikal,122,70,82,362,1978461,18.3,221,61.05
2019,Sikkim,Gyalshing,70,270,16,555,1960448,28.31,535,96.4
2020,Meghalaya,Shillong,126,85,32,594,295204,201.22,399,67.17
2021,Delhi,South Delhi,80,21,50,525,1914691,27.42,284,54.1
2018,Himachal Pradesh,Mandi,64,30,100,494,863564,57.2,358,72.47
2021,Haryana,Faridabad,169,265,6,521,348383,149.55,477,91.55
2022,Assam,Silchar,176,167,22,446,1391532,32.05,322,72.2
2021,Lakshadweep,Minicoy,178,191,24,617,837844,73.64,396,64.18
2022,Andhra Pradesh,Vijayawada,185,48,35,321,1130585,28.39,196,61.06
2022,Meghalaya,Jowai,72,110,97,638,1286157,49.61,448,70.22
2022,Puducherry,Puducherry,145,293,75,938,1800721,52.09,887,94.56
2022,Nagaland,Dimapur,141,264,63,914,1766177,51.75,901,98.58
2020,Haryana,Gurugram,70,267,78,764,1085664,70.37,538,70.42
2018,Tripura,Kailashahar,80,199,40,803,1602027,50.12,588,73.23
2021,Arunachal Pradesh,Itanagar,161,212,48,895,955842,93.63,670,74.86
2022,Goa,Panaji,183,284,97,825,1326104,62.21,625,75.76
2019,Tamil Nadu,Chennai,58,294,86,600,698313,85.92,476,79.33
2022,Puducherry,Mahe,34,203,61,380,708360,53.65,318,83.68
2018,Meghalaya,Jowai,103,275,44,676,650688,103.89,597,88.31
2021,Bihar,Muzaffarpur,78,206,94,866,1650043,52.48,666,76.91
2020,Maharashtra,Nagpur,191,162,25,786,1565009,50.22,654,83.21
2018,Kerala,Kochi,81,27,35,395,709456,55.68,256,64.81
2019,Jammu and Kashmir,Jammu,54,123,50,314,1012420,31.01,311,99.04
2021,Rajasthan,Jodhpur,193,141,45,521,162288,321.03,311,59.69
2018,Haryana,Faridabad,135,158,92,798,1874527,42.57,564,70.68
2019,Rajasthan,Jodhpur,35,49,74,585,335278,174.48,472,80.68
2022,Uttarakhand,Nainital,14,141,52,398,1859510,21.4,258,64.82
2020,Ladakh,Leh,180,81,81,628,1469410,42.74,537,85.51
2020,Ladakh,Leh,192,96,60,520,1148485,45.28,437,84.04
2018,Andhra Pradesh,Vijayawada,166,75,23,405,1625502,24.92,302,74.57
2018,Arunachal Pradesh,Itanagar,153,291,70,1012,1997578,50.66,937,92.59
2022,Uttarakhand,Nainital,169,265,94,741,974961,76,610,82.32
2019,Rajasthan,Udaipur,92,107,12,360,1967807,18.29,247,68.61
2021,Lakshadweep,Kavaratti,124,75,24,401,579198,69.23,334,83.29
2022,Chhattisgarh,Durg,13,143,22,314,1190225,26.38,267,85.03
2019,Andaman and Nicobar Islands,Diglipur,134,89,68,510,671048,76,359,70.39
2022,Bihar,Patna,90,40,51,479,1329901,36.02,337,70.35
2018,Andaman and Nicobar Islands,Port Blair,144,203,47,816,1831235,44.56,532,65.2
2018,Maharashtra,Mumbai,19,137,42,491,1386733,35.41,287,58.45
2021,Himachal Pradesh,Shimla,101,293,13,517,1643609,31.46,460,88.97
2019,Uttarakhand,Haridwar,104,64,54,496,1894271,26.18,470,94.76
2021,Kerala,Thiruvananthapuram,103,219,50,422,1772527,23.81,229,54.27
2018,Chhattisgarh,Durg,75,160,83,475,1415791,33.55,386,81.26
2020,Meghalaya,Shillong,194,293,54,678,617407,109.81,461,67.99
2022,Goa,Panaji,179,188,13,771,1965410,39.23,614,79.64
2018,Maharashtra,Mumbai,168,224,48,787,371067,212.09,600,76.24
2022,Tamil Nadu,Chennai,38,183,16,521,1265482,41.17,483,92.71
2022,Maharashtra,Mumbai,149,126,93,614,1247343,49.22,603,98.21
2019,Kerala,Kochi,78,54,97,599,585924,102.23,463,77.3
2019,Meghalaya,Jowai,66,237,78,660,1607080,41.07,382,57.88
2022,Tamil Nadu,Chennai,54,44,81,446,749449,59.51,347,77.8
2018,Dadra and Nagar Haveli and Daman and Diu,Silvassa,196,54,41,541,1912301,28.29,404,74.68
2018,Jharkhand,Ranchi,30,287,32,446,1314218,33.94,384,86.1
2018,Karnataka,Mangaluru,75,216,95,484,1633880,29.62,430,88.84
2020,West Bengal,Kolkata,18,87,7,286,959735,29.8,153,53.5
2021,Nagaland,Kohima,132,80,53,508,1805190,28.14,343,67.52
2020,Rajasthan,Udaipur,163,33,38,416,1765150,23.57,310,74.52
2022,Himachal Pradesh,Shimla,146,102,9,364,1548960,23.5,259,71.15
2019,Rajasthan,Jodhpur,91,210,93,491,1165351,42.13,423,86.15
2020,Goa,Panaji,101,114,78,372,177028,210.14,203,54.57
2020,Manipur,Imphal,49,34,63,566,1751444,32.32,483,85.34
2020,Gujarat,Vadodara,61,195,87,498,378247,131.66,435,87.35
2022,Manipur,Churachandpur,69,297,59,776,990402,78.35,600,77.32
2019,Delhi,South Delhi,93,286,23,648,1853789,34.96,606,93.52
2022,Goa,Vasco da Gama,146,176,43,847,1052626,80.47,704,83.12
2019,Madhya Pradesh,Bhopal,189,69,15,427,738004,57.86,364,85.25
2019,West Bengal,Siliguri,73,39,59,393,1011210,38.86,363,92.37
2022,Assam,Guwahati,97,83,12,608,435071,139.75,505,83.06
2018,Lakshadweep,Minicoy,17,203,46,559,920379,60.74,491,87.84
2018,Assam,Guwahati,33,98,68,346,323739,106.88,240,69.36
2020,Puducherry,Mahe,48,138,55,508,508507,99.9,462,90.94
2021,Himachal Pradesh,Kangra,192,219,45,589,895774,65.75,452,76.74
2020,Tamil Nadu,Coimbatore,57,98,70,516,674795,76.47,294,56.98
2020,Assam,Guwahati,90,22,58,355,430025,82.55,218,61.41
2022,Uttarakhand,Nainital,179,249,76,636,1901641,33.44,320,50.31
2019,Manipur,Imphal,46,299,94,730,1888709,38.65,523,71.64
2021,Meghalaya,Tura,29,229,51,589,1716029,34.32,488,82.85
2021,Assam,Silchar,193,192,31,625,1958183,31.92,366,58.56
2018,Tamil Nadu,Chennai,20,34,39,156,527839,29.55,108,69.23
2021,Goa,Panaji,35,112,36,273,1812269,15.06,254,93.04
2022,Bihar,Muzaffarpur,196,142,51,687,1113279,61.71,516,75.11
2020,Chandigarh,Chandigarh,37,138,96,752,559137,134.49,468,62.23
2020,Haryana,Gurugram,186,139,79,729,1222758,59.62,396,54.32
2018,Himachal Pradesh,Mandi,160,166,39,776,1563679,49.63,531,68.43
2018,Assam,Silchar,37,227,83,561,1174159,47.78,396,70.59
2021,Mizoram,Lunglei,177,50,25,698,146766,475.59,453,64.9
2020,Lakshadweep,Minicoy,75,157,7,403,1622041,24.85,259,64.27
2022,Karnataka,Bengaluru,192,136,95,763,92576,824.19,529,69.33
2018,Jammu and Kashmir,Anantnag,18,25,91,333,1048795,31.75,278,83.48
2020,Haryana,Gurugram,17,142,86,568,115113,493.43,420,73.94
2020,Karnataka,Mangaluru,19,300,77,553,214543,257.76,496,89.69
2018,Arunachal Pradesh,Itanagar,72,235,65,637,808705,78.77,552,86.66
2022,Assam,Silchar,52,76,63,457,914565,49.97,372,81.4
2021,Jammu and Kashmir,Anantnag,47,59,50,554,1220303,45.4,532,96.03
2018,Nagaland,Kohima,95,295,75,565,1594755,35.43,488,86.37
2020,Meghalaya,Shillong,17,250,51,751,1578368,47.58,391,52.06
2019,Manipur,Imphal,141,217,12,685,326230,209.97,523,76.35
2019,Nagaland,Mokokchung,109,230,25,864,602620,143.37,714,82.64
2021,Odisha,Cuttack,162,196,52,873,1861755,46.89,526,60.25
2018,Mizoram,Lunglei,61,115,49,437,1412525,30.94,436,99.77
2019,Arunachal Pradesh,Pasighat,149,175,67,719,394031,182.47,504,70.1
2019,Andaman and Nicobar Islands,Diglipur,32,73,50,339,114365,296.42,176,51.92
2021,Odisha,Rourkela,124,259,30,774,180901,427.86,721,93.15
2021,Jharkhand,Ranchi,140,69,82,541,652613,82.9,474,87.62
2019,Delhi,Central Delhi,168,261,58,612,1174901,52.09,377,61.6
2020,Telangana,Warangal,82,21,19,235,153244,153.35,149,63.4
2021,Nagaland,Mokokchung,11,209,35,588,1673333,35.14,556,94.56
2020,Himachal Pradesh,Shimla,185,144,54,646,766422,84.29,470,72.76
2020,Chhattisgarh,Bilaspur,58,221,69,684,310923,219.99,375,54.82
2018,Goa,Margao,124,86,83,692,688872,100.45,498,71.97
2019,Delhi,New Delhi,91,190,25,788,1312016,60.06,558,70.81
2020,Maharashtra,Nagpur,70,117,95,722,1685070,42.85,457,63.3
2022,Meghalaya,Jowai,122,59,76,340,1695836,20.05,220,64.71
2020,Gujarat,Vadodara,65,278,48,568,1339716,42.4,521,91.73
2019,Andhra Pradesh,Guntur,68,148,28,562,1900243,29.58,516,91.81
2019,Manipur,Imphal,146,172,62,880,111723,787.66,789,89.66
2022,Uttarakhand,Dehradun,160,59,60,672,929090,72.33,555,82.59
2020,Chhattisgarh,Raipur,90,51,5,404,1015043,39.8,248,61.39
2022,Uttarakhand,Dehradun,199,61,76,731,1014118,72.08,646,88.37
2018,Andaman and Nicobar Islands,Diglipur,152,38,91,645,307746,209.59,336,52.09
2021,Punjab,Amritsar,89,87,25,561,1878672,29.86,346,61.68
2020,Punjab,Jalandhar,48,23,91,544,784228,69.37,455,83.64
2019,Punjab,Ludhiana,36,237,27,693,1976751,35.06,483,69.7
2018,Punjab,Ludhiana,143,251,48,856,669253,127.9,686,80.14
2019,Punjab,Jalandhar,190,281,84,838,1860700,45.04,756,90.21
2019,Telangana,Warangal,134,109,62,778,1401588,55.51,744,95.63
2018,Telangana,Warangal,186,274,14,639,1954760,32.69,491,76.84
2018,Puducherry,Karaikal,85,155,42,742,646519,114.77,520,70.08
2019,Mizoram,Aizawl,82,160,50,495,805621,61.44,328,66.26
2019,Madhya Pradesh,Indore,93,55,65,459,888408,51.67,350,76.25
2018,Punjab,Ludhiana,140,106,61,363,119633,303.43,288,79.34
2020,Goa,Panaji,145,164,56,483,1915029,25.22,475,98.34
2018,Gujarat,Ahmedabad,55,123,69,456,603339,75.58,437,95.83
2022,Ladakh,Leh,103,89,20,572,255327,224.03,563,98.43
2022,Assam,Silchar,84,227,64,615,866914,70.94,583,94.8
2022,Himachal Pradesh,Shimla,58,85,92,374,836920,44.69,278,74.33
2020,Sikkim,Gangtok,118,160,11,469,1817958,25.8,435,92.75
2020,Dadra and Nagar Haveli and Daman and Diu,Daman,117,25,95,638,1145510,55.7,443,69.44
2022,Andhra Pradesh,Visakhapatnam,178,177,39,466,1487470,31.33,257,55.15
2020,Manipur,Churachandpur,134,87,94,637,210148,303.12,470,73.78
2019,Jharkhand,Jamshedpur,38,281,83,465,702004,66.24,298,64.09
2022,Ladakh,Leh,165,36,33,715,525504,136.06,640,89.51
2019,Maharashtra,Mumbai,142,233,59,836,1982681,42.17,819,97.97
2022,Andaman and Nicobar Islands,Car Nicobar,53,121,16,659,1065698,61.84,488,74.05
2021,West Bengal,Darjeeling,42,74,78,473,658983,71.78,275,58.14
2019,Dadra and Nagar Haveli and Daman and Diu,Daman,176,67,95,556,1198775,46.38,367,66.01
2019,Uttarakhand,Dehradun,151,194,40,843,1620492,52.02,651,77.22
2021,Ladakh,Kargil,75,86,74,438,881342,49.7,310,70.78
2018,Tamil Nadu,Coimbatore,121,138,43,669,1588857,42.11,488,72.94
2019,Sikkim,Namchi,176,157,31,794,297198,267.16,603,75.94
2020,Odisha,Rourkela,77,197,21,659,1396194,47.2,480,72.84
2022,Arunachal Pradesh,Tawang,19,272,69,441,939141,46.96,275,62.36
2022,Andhra Pradesh,Visakhapatnam,196,78,87,431,1177978,36.59,249,57.77
2020,Karnataka,Bengaluru,40,76,29,457,260546,175.4,266,58.21
2018,Lakshadweep,Kavaratti,84,252,50,868,544097,159.53,655,75.46
2020,Dadra and Nagar Haveli and Daman and Diu,Diu,121,79,66,741,994239,74.53,623,84.08
2021,Sikkim,Namchi,173,136,87,554,1373911,40.32,533,96.21
2022,Puducherry,Karaikal,66,200,92,522,1375479,37.95,401,76.82
2019,Karnataka,Mysuru,176,185,12,448,1767783,25.34,258,57.59
2020,Madhya Pradesh,Gwalior,172,233,70,937,983409,95.28,468,49.95
2019,Himachal Pradesh,Mandi,110,222,67,530,1353142,39.17,269,50.75
2022,Tripura,Udaipur,167,55,62,586,350775,167.06,514,87.71
2018,Lakshadweep,Minicoy,197,239,61,967,1767562,54.71,611,63.19
2018,Delhi,New Delhi,26,225,63,580,1313678,44.15,418,72.07
2022,Bihar,Patna,192,136,43,690,969295,71.19,345,50
2019,Arunachal Pradesh,Pasighat,91,147,45,774,1488595,52,515,66.54
2020,Dadra and Nagar Haveli and Daman and Diu,Silvassa,71,99,10,476,856495,55.58,453,95.17
